id	scatter_idx	chrom	start	end	scatter_length
scaff_group_011	scat_0001	Scaffold_1505__1_contigs__length_4940	1	4941	2000765
scaff_group_011	scat_0001	Scaffold_1506__1_contigs__length_4940	1	4941	2000765
scaff_group_011	scat_0001	Scaffold_1507__1_contigs__length_4939	1	4940	2000765
scaff_group_011	scat_0001	Scaffold_1508__1_contigs__length_4939	1	4940	2000765
scaff_group_011	scat_0001	Scaffold_1509__1_contigs__length_4934	1	4935	2000765
scaff_group_011	scat_0001	Scaffold_1510__1_contigs__length_4931	1	4932	2000765
scaff_group_011	scat_0001	Scaffold_1511__1_contigs__length_4927	1	4928	2000765
scaff_group_011	scat_0001	Scaffold_1512__1_contigs__length_4926	1	4927	2000765
scaff_group_011	scat_0001	Scaffold_1513__1_contigs__length_4926	1	4927	2000765
scaff_group_011	scat_0001	Scaffold_1514__1_contigs__length_4922	1	4923	2000765
scaff_group_011	scat_0001	Scaffold_1515__1_contigs__length_4919	1	4920	2000765
scaff_group_011	scat_0001	Scaffold_1516__1_contigs__length_4915	1	4916	2000765
scaff_group_011	scat_0001	Scaffold_1517__1_contigs__length_4915	1	4916	2000765
scaff_group_011	scat_0001	Scaffold_1518__1_contigs__length_4914	1	4915	2000765
scaff_group_011	scat_0001	Scaffold_1519__1_contigs__length_4913	1	4914	2000765
scaff_group_011	scat_0001	Scaffold_1520__1_contigs__length_4912	1	4913	2000765
scaff_group_011	scat_0001	Scaffold_1521__1_contigs__length_4912	1	4913	2000765
scaff_group_011	scat_0001	Scaffold_1522__1_contigs__length_4908	1	4909	2000765
scaff_group_011	scat_0001	Scaffold_1523__1_contigs__length_4903	1	4904	2000765
scaff_group_011	scat_0001	Scaffold_1524__1_contigs__length_4900	1	4901	2000765
scaff_group_011	scat_0001	Scaffold_1525__1_contigs__length_4897	1	4898	2000765
scaff_group_011	scat_0001	Scaffold_1526__1_contigs__length_4896	1	4897	2000765
scaff_group_011	scat_0001	Scaffold_1527__1_contigs__length_4890	1	4891	2000765
scaff_group_011	scat_0001	Scaffold_1528__1_contigs__length_4888	1	4889	2000765
scaff_group_011	scat_0001	Scaffold_1529__1_contigs__length_4884	1	4885	2000765
scaff_group_011	scat_0001	Scaffold_1530__1_contigs__length_4880	1	4881	2000765
scaff_group_011	scat_0001	Scaffold_1531__1_contigs__length_4874	1	4875	2000765
scaff_group_011	scat_0001	Scaffold_1532__1_contigs__length_4873	1	4874	2000765
scaff_group_011	scat_0001	Scaffold_1533__1_contigs__length_4872	1	4873	2000765
scaff_group_011	scat_0001	Scaffold_1534__1_contigs__length_4872	1	4873	2000765
scaff_group_011	scat_0001	Scaffold_1535__1_contigs__length_4870	1	4871	2000765
scaff_group_011	scat_0001	Scaffold_1536__1_contigs__length_4869	1	4870	2000765
scaff_group_011	scat_0001	Scaffold_1537__1_contigs__length_4856	1	4857	2000765
scaff_group_011	scat_0001	Scaffold_1538__1_contigs__length_4851	1	4852	2000765
scaff_group_011	scat_0001	Scaffold_1539__1_contigs__length_4846	1	4847	2000765
scaff_group_011	scat_0001	Scaffold_1540__1_contigs__length_4844	1	4845	2000765
scaff_group_011	scat_0001	Scaffold_1541__1_contigs__length_4840	1	4841	2000765
scaff_group_011	scat_0001	Scaffold_1542__1_contigs__length_4839	1	4840	2000765
scaff_group_011	scat_0001	Scaffold_1543__1_contigs__length_4838	1	4839	2000765
scaff_group_011	scat_0001	Scaffold_1544__1_contigs__length_4836	1	4837	2000765
scaff_group_011	scat_0001	Scaffold_1545__1_contigs__length_4836	1	4837	2000765
scaff_group_011	scat_0001	Scaffold_1546__1_contigs__length_4836	1	4837	2000765
scaff_group_011	scat_0001	Scaffold_1547__1_contigs__length_4835	1	4836	2000765
scaff_group_011	scat_0001	Scaffold_1548__1_contigs__length_4835	1	4836	2000765
scaff_group_011	scat_0001	Scaffold_1549__1_contigs__length_4835	1	4836	2000765
scaff_group_011	scat_0001	Scaffold_1550__1_contigs__length_4835	1	4836	2000765
scaff_group_011	scat_0001	Scaffold_1551__1_contigs__length_4832	1	4833	2000765
scaff_group_011	scat_0001	Scaffold_1552__1_contigs__length_4828	1	4829	2000765
scaff_group_011	scat_0001	Scaffold_1553__1_contigs__length_4826	1	4827	2000765
scaff_group_011	scat_0001	Scaffold_1554__1_contigs__length_4824	1	4825	2000765
scaff_group_011	scat_0001	Scaffold_1555__1_contigs__length_4823	1	4824	2000765
scaff_group_011	scat_0001	Scaffold_1556__1_contigs__length_4821	1	4822	2000765
scaff_group_011	scat_0001	Scaffold_1557__1_contigs__length_4819	1	4820	2000765
scaff_group_011	scat_0001	Scaffold_1558__1_contigs__length_4818	1	4819	2000765
scaff_group_011	scat_0001	Scaffold_1559__1_contigs__length_4817	1	4818	2000765
scaff_group_011	scat_0001	Scaffold_1560__1_contigs__length_4808	1	4809	2000765
scaff_group_011	scat_0001	Scaffold_1561__1_contigs__length_4804	1	4805	2000765
scaff_group_011	scat_0001	Scaffold_1562__1_contigs__length_4800	1	4801	2000765
scaff_group_011	scat_0001	Scaffold_1563__1_contigs__length_4799	1	4800	2000765
scaff_group_011	scat_0001	Scaffold_1564__1_contigs__length_4795	1	4796	2000765
scaff_group_011	scat_0001	Scaffold_1565__1_contigs__length_4789	1	4790	2000765
scaff_group_011	scat_0001	Scaffold_1566__1_contigs__length_4788	1	4789	2000765
scaff_group_011	scat_0001	Scaffold_1567__1_contigs__length_4786	1	4787	2000765
scaff_group_011	scat_0001	Scaffold_1568__1_contigs__length_4784	1	4785	2000765
scaff_group_011	scat_0001	Scaffold_1569__1_contigs__length_4783	1	4784	2000765
scaff_group_011	scat_0001	Scaffold_1570__1_contigs__length_4783	1	4784	2000765
scaff_group_011	scat_0001	Scaffold_1571__1_contigs__length_4783	1	4784	2000765
scaff_group_011	scat_0001	Scaffold_1572__1_contigs__length_4782	1	4783	2000765
scaff_group_011	scat_0001	Scaffold_1573__1_contigs__length_4781	1	4782	2000765
scaff_group_011	scat_0001	Scaffold_1574__1_contigs__length_4775	1	4776	2000765
scaff_group_011	scat_0001	Scaffold_1575__1_contigs__length_4771	1	4772	2000765
scaff_group_011	scat_0001	Scaffold_1576__1_contigs__length_4768	1	4769	2000765
scaff_group_011	scat_0001	Scaffold_1577__1_contigs__length_4765	1	4766	2000765
scaff_group_011	scat_0001	Scaffold_1578__1_contigs__length_4765	1	4766	2000765
scaff_group_011	scat_0001	Scaffold_1579__1_contigs__length_4764	1	4765	2000765
scaff_group_011	scat_0001	Scaffold_1580__1_contigs__length_4762	1	4763	2000765
scaff_group_011	scat_0001	Scaffold_1581__1_contigs__length_4759	1	4760	2000765
scaff_group_011	scat_0001	Scaffold_1582__1_contigs__length_4759	1	4760	2000765
scaff_group_011	scat_0001	Scaffold_1583__1_contigs__length_4759	1	4760	2000765
scaff_group_011	scat_0001	Scaffold_1584__1_contigs__length_4748	1	4749	2000765
scaff_group_011	scat_0001	Scaffold_1585__1_contigs__length_4747	1	4748	2000765
scaff_group_011	scat_0001	Scaffold_1586__1_contigs__length_4746	1	4747	2000765
scaff_group_011	scat_0001	Scaffold_1587__1_contigs__length_4746	1	4747	2000765
scaff_group_011	scat_0001	Scaffold_1588__1_contigs__length_4744	1	4745	2000765
scaff_group_011	scat_0001	Scaffold_1589__1_contigs__length_4739	1	4740	2000765
scaff_group_011	scat_0001	Scaffold_1590__1_contigs__length_4738	1	4739	2000765
scaff_group_011	scat_0001	Scaffold_1591__1_contigs__length_4733	1	4734	2000765
scaff_group_011	scat_0001	Scaffold_1592__1_contigs__length_4733	1	4734	2000765
scaff_group_011	scat_0001	Scaffold_1593__1_contigs__length_4729	1	4730	2000765
scaff_group_011	scat_0001	Scaffold_1594__1_contigs__length_4728	1	4729	2000765
scaff_group_011	scat_0001	Scaffold_1595__1_contigs__length_4726	1	4727	2000765
scaff_group_011	scat_0001	Scaffold_1596__1_contigs__length_4723	1	4724	2000765
scaff_group_011	scat_0001	Scaffold_1597__1_contigs__length_4722	1	4723	2000765
scaff_group_011	scat_0001	Scaffold_1598__1_contigs__length_4722	1	4723	2000765
scaff_group_011	scat_0001	Scaffold_1599__1_contigs__length_4716	1	4717	2000765
scaff_group_011	scat_0001	Scaffold_1600__1_contigs__length_4710	1	4711	2000765
scaff_group_011	scat_0001	Scaffold_1601__1_contigs__length_4708	1	4709	2000765
scaff_group_011	scat_0001	Scaffold_1602__1_contigs__length_4708	1	4709	2000765
scaff_group_011	scat_0001	Scaffold_1603__1_contigs__length_4707	1	4708	2000765
scaff_group_011	scat_0001	Scaffold_1604__1_contigs__length_4705	1	4706	2000765
scaff_group_011	scat_0001	Scaffold_1605__1_contigs__length_4704	1	4705	2000765
scaff_group_011	scat_0001	Scaffold_1606__1_contigs__length_4700	1	4701	2000765
scaff_group_011	scat_0001	Scaffold_1607__1_contigs__length_4700	1	4701	2000765
scaff_group_011	scat_0001	Scaffold_1608__1_contigs__length_4697	1	4698	2000765
scaff_group_011	scat_0001	Scaffold_1609__1_contigs__length_4697	1	4698	2000765
scaff_group_011	scat_0001	Scaffold_1610__1_contigs__length_4696	1	4697	2000765
scaff_group_011	scat_0001	Scaffold_1611__1_contigs__length_4693	1	4694	2000765
scaff_group_011	scat_0001	Scaffold_1612__1_contigs__length_4693	1	4694	2000765
scaff_group_011	scat_0001	Scaffold_1613__1_contigs__length_4692	1	4693	2000765
scaff_group_011	scat_0001	Scaffold_1614__1_contigs__length_4692	1	4693	2000765
scaff_group_011	scat_0001	Scaffold_1615__1_contigs__length_4690	1	4691	2000765
scaff_group_011	scat_0001	Scaffold_1616__1_contigs__length_4683	1	4684	2000765
scaff_group_011	scat_0001	Scaffold_1617__1_contigs__length_4676	1	4677	2000765
scaff_group_011	scat_0001	Scaffold_1618__1_contigs__length_4673	1	4674	2000765
scaff_group_011	scat_0001	Scaffold_1619__1_contigs__length_4671	1	4672	2000765
scaff_group_011	scat_0001	Scaffold_1620__1_contigs__length_4665	1	4666	2000765
scaff_group_011	scat_0001	Scaffold_1621__1_contigs__length_4662	1	4663	2000765
scaff_group_011	scat_0001	Scaffold_1622__1_contigs__length_4656	1	4657	2000765
scaff_group_011	scat_0001	Scaffold_1623__1_contigs__length_4653	1	4654	2000765
scaff_group_011	scat_0001	Scaffold_1624__1_contigs__length_4650	1	4651	2000765
scaff_group_011	scat_0001	Scaffold_1625__1_contigs__length_4649	1	4650	2000765
scaff_group_011	scat_0001	Scaffold_1626__1_contigs__length_4646	1	4647	2000765
scaff_group_011	scat_0001	Scaffold_1627__1_contigs__length_4645	1	4646	2000765
scaff_group_011	scat_0001	Scaffold_1628__1_contigs__length_4643	1	4644	2000765
scaff_group_011	scat_0001	Scaffold_1629__1_contigs__length_4640	1	4641	2000765
scaff_group_011	scat_0001	Scaffold_1630__1_contigs__length_4640	1	4641	2000765
scaff_group_011	scat_0001	Scaffold_1631__1_contigs__length_4636	1	4637	2000765
scaff_group_011	scat_0001	Scaffold_1632__1_contigs__length_4633	1	4634	2000765
scaff_group_011	scat_0001	Scaffold_1633__1_contigs__length_4630	1	4631	2000765
scaff_group_011	scat_0001	Scaffold_1634__1_contigs__length_4627	1	4628	2000765
scaff_group_011	scat_0001	Scaffold_1635__1_contigs__length_4624	1	4625	2000765
scaff_group_011	scat_0001	Scaffold_1636__1_contigs__length_4623	1	4624	2000765
scaff_group_011	scat_0001	Scaffold_1637__1_contigs__length_4620	1	4621	2000765
scaff_group_011	scat_0001	Scaffold_1638__1_contigs__length_4618	1	4619	2000765
scaff_group_011	scat_0001	Scaffold_1639__1_contigs__length_4616	1	4617	2000765
scaff_group_011	scat_0001	Scaffold_1640__1_contigs__length_4608	1	4609	2000765
scaff_group_011	scat_0001	Scaffold_1641__1_contigs__length_4607	1	4608	2000765
scaff_group_011	scat_0001	Scaffold_1642__1_contigs__length_4606	1	4607	2000765
scaff_group_011	scat_0001	Scaffold_1643__1_contigs__length_4602	1	4603	2000765
scaff_group_011	scat_0001	Scaffold_1644__1_contigs__length_4602	1	4603	2000765
scaff_group_011	scat_0001	Scaffold_1645__1_contigs__length_4598	1	4599	2000765
scaff_group_011	scat_0001	Scaffold_1646__1_contigs__length_4598	1	4599	2000765
scaff_group_011	scat_0001	Scaffold_1647__1_contigs__length_4594	1	4595	2000765
scaff_group_011	scat_0001	Scaffold_1648__1_contigs__length_4594	1	4595	2000765
scaff_group_011	scat_0001	Scaffold_1649__1_contigs__length_4594	1	4595	2000765
scaff_group_011	scat_0001	Scaffold_1650__1_contigs__length_4586	1	4587	2000765
scaff_group_011	scat_0001	Scaffold_1651__1_contigs__length_4584	1	4585	2000765
scaff_group_011	scat_0001	Scaffold_1652__1_contigs__length_4582	1	4583	2000765
scaff_group_011	scat_0001	Scaffold_1653__1_contigs__length_4580	1	4581	2000765
scaff_group_011	scat_0001	Scaffold_1654__1_contigs__length_4578	1	4579	2000765
scaff_group_011	scat_0001	Scaffold_1655__1_contigs__length_4578	1	4579	2000765
scaff_group_011	scat_0001	Scaffold_1656__1_contigs__length_4576	1	4577	2000765
scaff_group_011	scat_0001	Scaffold_1657__1_contigs__length_4575	1	4576	2000765
scaff_group_011	scat_0001	Scaffold_1658__1_contigs__length_4574	1	4575	2000765
scaff_group_011	scat_0001	Scaffold_1659__1_contigs__length_4573	1	4574	2000765
scaff_group_011	scat_0001	Scaffold_1660__1_contigs__length_4569	1	4570	2000765
scaff_group_011	scat_0001	Scaffold_1661__1_contigs__length_4569	1	4570	2000765
scaff_group_011	scat_0001	Scaffold_1662__1_contigs__length_4565	1	4566	2000765
scaff_group_011	scat_0001	Scaffold_1663__1_contigs__length_4560	1	4561	2000765
scaff_group_011	scat_0001	Scaffold_1664__1_contigs__length_4557	1	4558	2000765
scaff_group_011	scat_0001	Scaffold_1665__1_contigs__length_4552	1	4553	2000765
scaff_group_011	scat_0001	Scaffold_1666__1_contigs__length_4551	1	4552	2000765
scaff_group_011	scat_0001	Scaffold_1667__1_contigs__length_4549	1	4550	2000765
scaff_group_011	scat_0001	Scaffold_1668__1_contigs__length_4548	1	4549	2000765
scaff_group_011	scat_0001	Scaffold_1669__1_contigs__length_4548	1	4549	2000765
scaff_group_011	scat_0001	Scaffold_1670__1_contigs__length_4547	1	4548	2000765
scaff_group_011	scat_0001	Scaffold_1671__1_contigs__length_4546	1	4547	2000765
scaff_group_011	scat_0001	Scaffold_1672__1_contigs__length_4544	1	4545	2000765
scaff_group_011	scat_0001	Scaffold_1673__1_contigs__length_4543	1	4544	2000765
scaff_group_011	scat_0001	Scaffold_1674__1_contigs__length_4543	1	4544	2000765
scaff_group_011	scat_0001	Scaffold_1675__1_contigs__length_4543	1	4544	2000765
scaff_group_011	scat_0001	Scaffold_1676__1_contigs__length_4534	1	4535	2000765
scaff_group_011	scat_0001	Scaffold_1677__1_contigs__length_4532	1	4533	2000765
scaff_group_011	scat_0001	Scaffold_1678__1_contigs__length_4527	1	4528	2000765
scaff_group_011	scat_0001	Scaffold_1679__1_contigs__length_4526	1	4527	2000765
scaff_group_011	scat_0001	Scaffold_1680__1_contigs__length_4525	1	4526	2000765
scaff_group_011	scat_0001	Scaffold_1681__1_contigs__length_4524	1	4525	2000765
scaff_group_011	scat_0001	Scaffold_1682__1_contigs__length_4523	1	4524	2000765
scaff_group_011	scat_0001	Scaffold_1683__1_contigs__length_4522	1	4523	2000765
scaff_group_011	scat_0001	Scaffold_1684__1_contigs__length_4513	1	4514	2000765
scaff_group_011	scat_0001	Scaffold_1685__1_contigs__length_4513	1	4514	2000765
scaff_group_011	scat_0001	Scaffold_1686__1_contigs__length_4510	1	4511	2000765
scaff_group_011	scat_0001	Scaffold_1687__1_contigs__length_4508	1	4509	2000765
scaff_group_011	scat_0001	Scaffold_1688__1_contigs__length_4506	1	4507	2000765
scaff_group_011	scat_0001	Scaffold_1689__1_contigs__length_4505	1	4506	2000765
scaff_group_011	scat_0001	Scaffold_1690__1_contigs__length_4505	1	4506	2000765
scaff_group_011	scat_0001	Scaffold_1691__1_contigs__length_4504	1	4505	2000765
scaff_group_011	scat_0001	Scaffold_1692__1_contigs__length_4503	1	4504	2000765
scaff_group_011	scat_0001	Scaffold_1693__1_contigs__length_4499	1	4500	2000765
scaff_group_011	scat_0001	Scaffold_1694__1_contigs__length_4499	1	4500	2000765
scaff_group_011	scat_0001	Scaffold_1695__1_contigs__length_4498	1	4499	2000765
scaff_group_011	scat_0001	Scaffold_1696__1_contigs__length_4497	1	4498	2000765
scaff_group_011	scat_0001	Scaffold_1697__1_contigs__length_4496	1	4497	2000765
scaff_group_011	scat_0001	Scaffold_1698__1_contigs__length_4494	1	4495	2000765
scaff_group_011	scat_0001	Scaffold_1699__1_contigs__length_4494	1	4495	2000765
scaff_group_011	scat_0001	Scaffold_1700__1_contigs__length_4494	1	4495	2000765
scaff_group_011	scat_0001	Scaffold_1701__1_contigs__length_4492	1	4493	2000765
scaff_group_011	scat_0001	Scaffold_1702__1_contigs__length_4483	1	4484	2000765
scaff_group_011	scat_0001	Scaffold_1703__1_contigs__length_4483	1	4484	2000765
scaff_group_011	scat_0001	Scaffold_1704__1_contigs__length_4476	1	4477	2000765
scaff_group_011	scat_0001	Scaffold_1705__1_contigs__length_4473	1	4474	2000765
scaff_group_011	scat_0001	Scaffold_1706__1_contigs__length_4472	1	4473	2000765
scaff_group_011	scat_0001	Scaffold_1707__1_contigs__length_4470	1	4471	2000765
scaff_group_011	scat_0001	Scaffold_1708__1_contigs__length_4466	1	4467	2000765
scaff_group_011	scat_0001	Scaffold_1709__1_contigs__length_4466	1	4467	2000765
scaff_group_011	scat_0001	Scaffold_1710__1_contigs__length_4466	1	4467	2000765
scaff_group_011	scat_0001	Scaffold_1711__1_contigs__length_4465	1	4466	2000765
scaff_group_011	scat_0001	Scaffold_1712__1_contigs__length_4464	1	4465	2000765
scaff_group_011	scat_0001	Scaffold_1713__1_contigs__length_4460	1	4461	2000765
scaff_group_011	scat_0001	Scaffold_1714__1_contigs__length_4458	1	4459	2000765
scaff_group_011	scat_0001	Scaffold_1715__1_contigs__length_4451	1	4452	2000765
scaff_group_011	scat_0001	Scaffold_1716__1_contigs__length_4451	1	4452	2000765
scaff_group_011	scat_0001	Scaffold_1717__1_contigs__length_4451	1	4452	2000765
scaff_group_011	scat_0001	Scaffold_1718__1_contigs__length_4448	1	4449	2000765
scaff_group_011	scat_0001	Scaffold_1719__1_contigs__length_4448	1	4449	2000765
scaff_group_011	scat_0001	Scaffold_1720__1_contigs__length_4444	1	4445	2000765
scaff_group_011	scat_0001	Scaffold_1721__1_contigs__length_4443	1	4444	2000765
scaff_group_011	scat_0001	Scaffold_1722__1_contigs__length_4443	1	4444	2000765
scaff_group_011	scat_0001	Scaffold_1723__1_contigs__length_4442	1	4443	2000765
scaff_group_011	scat_0001	Scaffold_1724__1_contigs__length_4442	1	4443	2000765
scaff_group_011	scat_0001	Scaffold_1725__1_contigs__length_4442	1	4443	2000765
scaff_group_011	scat_0001	Scaffold_1726__1_contigs__length_4441	1	4442	2000765
scaff_group_011	scat_0001	Scaffold_1727__1_contigs__length_4439	1	4440	2000765
scaff_group_011	scat_0001	Scaffold_1728__1_contigs__length_4435	1	4436	2000765
scaff_group_011	scat_0001	Scaffold_1729__1_contigs__length_4434	1	4435	2000765
scaff_group_011	scat_0001	Scaffold_1730__1_contigs__length_4433	1	4434	2000765
scaff_group_011	scat_0001	Scaffold_1731__1_contigs__length_4433	1	4434	2000765
scaff_group_011	scat_0001	Scaffold_1732__1_contigs__length_4432	1	4433	2000765
scaff_group_011	scat_0001	Scaffold_1733__1_contigs__length_4428	1	4429	2000765
scaff_group_011	scat_0001	Scaffold_1734__1_contigs__length_4425	1	4426	2000765
scaff_group_011	scat_0001	Scaffold_1735__1_contigs__length_4424	1	4425	2000765
scaff_group_011	scat_0001	Scaffold_1736__1_contigs__length_4423	1	4424	2000765
scaff_group_011	scat_0001	Scaffold_1737__1_contigs__length_4423	1	4424	2000765
scaff_group_011	scat_0001	Scaffold_1738__1_contigs__length_4422	1	4423	2000765
scaff_group_011	scat_0001	Scaffold_1739__1_contigs__length_4421	1	4422	2000765
scaff_group_011	scat_0001	Scaffold_1740__1_contigs__length_4420	1	4421	2000765
scaff_group_011	scat_0001	Scaffold_1741__1_contigs__length_4419	1	4420	2000765
scaff_group_011	scat_0001	Scaffold_1742__1_contigs__length_4419	1	4420	2000765
scaff_group_011	scat_0001	Scaffold_1743__1_contigs__length_4414	1	4415	2000765
scaff_group_011	scat_0001	Scaffold_1744__1_contigs__length_4412	1	4413	2000765
scaff_group_011	scat_0001	Scaffold_1745__1_contigs__length_4411	1	4412	2000765
scaff_group_011	scat_0001	Scaffold_1746__1_contigs__length_4411	1	4412	2000765
scaff_group_011	scat_0001	Scaffold_1747__1_contigs__length_4411	1	4412	2000765
scaff_group_011	scat_0001	Scaffold_1748__1_contigs__length_4407	1	4408	2000765
scaff_group_011	scat_0001	Scaffold_1749__1_contigs__length_4407	1	4408	2000765
scaff_group_011	scat_0001	Scaffold_1750__1_contigs__length_4406	1	4407	2000765
scaff_group_011	scat_0001	Scaffold_1751__1_contigs__length_4405	1	4406	2000765
scaff_group_011	scat_0001	Scaffold_1752__1_contigs__length_4405	1	4406	2000765
scaff_group_011	scat_0001	Scaffold_1753__1_contigs__length_4404	1	4405	2000765
scaff_group_011	scat_0001	Scaffold_1754__1_contigs__length_4398	1	4399	2000765
scaff_group_011	scat_0001	Scaffold_1755__1_contigs__length_4397	1	4398	2000765
scaff_group_011	scat_0001	Scaffold_1756__1_contigs__length_4396	1	4397	2000765
scaff_group_011	scat_0001	Scaffold_1757__1_contigs__length_4392	1	4393	2000765
scaff_group_011	scat_0001	Scaffold_1758__1_contigs__length_4392	1	4393	2000765
scaff_group_011	scat_0001	Scaffold_1759__1_contigs__length_4390	1	4391	2000765
scaff_group_011	scat_0001	Scaffold_1760__1_contigs__length_4387	1	4388	2000765
scaff_group_011	scat_0001	Scaffold_1761__1_contigs__length_4387	1	4388	2000765
scaff_group_011	scat_0001	Scaffold_1762__1_contigs__length_4385	1	4386	2000765
scaff_group_011	scat_0001	Scaffold_1763__1_contigs__length_4384	1	4385	2000765
scaff_group_011	scat_0001	Scaffold_1764__1_contigs__length_4382	1	4383	2000765
scaff_group_011	scat_0001	Scaffold_1765__1_contigs__length_4381	1	4382	2000765
scaff_group_011	scat_0001	Scaffold_1766__1_contigs__length_4379	1	4380	2000765
scaff_group_011	scat_0001	Scaffold_1767__1_contigs__length_4379	1	4380	2000765
scaff_group_011	scat_0001	Scaffold_1768__1_contigs__length_4378	1	4379	2000765
scaff_group_011	scat_0001	Scaffold_1769__1_contigs__length_4378	1	4379	2000765
scaff_group_011	scat_0001	Scaffold_1770__1_contigs__length_4376	1	4377	2000765
scaff_group_011	scat_0001	Scaffold_1771__1_contigs__length_4376	1	4377	2000765
scaff_group_011	scat_0001	Scaffold_1772__1_contigs__length_4374	1	4375	2000765
scaff_group_012	scat_0001	Scaffold_1773__1_contigs__length_4374	1	4375	926680
scaff_group_012	scat_0001	Scaffold_1774__1_contigs__length_4371	1	4372	926680
scaff_group_012	scat_0001	Scaffold_1775__1_contigs__length_4369	1	4370	926680
scaff_group_012	scat_0001	Scaffold_1776__1_contigs__length_4365	1	4366	926680
scaff_group_012	scat_0001	Scaffold_1777__1_contigs__length_4364	1	4365	926680
scaff_group_012	scat_0001	Scaffold_1778__1_contigs__length_4364	1	4365	926680
scaff_group_012	scat_0001	Scaffold_1779__1_contigs__length_4359	1	4360	926680
scaff_group_012	scat_0001	Scaffold_1780__1_contigs__length_4359	1	4360	926680
scaff_group_012	scat_0001	Scaffold_1781__1_contigs__length_4357	1	4358	926680
scaff_group_012	scat_0001	Scaffold_1782__1_contigs__length_4357	1	4358	926680
scaff_group_012	scat_0001	Scaffold_1783__1_contigs__length_4356	1	4357	926680
scaff_group_012	scat_0001	Scaffold_1784__1_contigs__length_4355	1	4356	926680
scaff_group_012	scat_0001	Scaffold_1785__1_contigs__length_4355	1	4356	926680
scaff_group_012	scat_0001	Scaffold_1786__1_contigs__length_4352	1	4353	926680
scaff_group_012	scat_0001	Scaffold_1787__1_contigs__length_4352	1	4353	926680
scaff_group_012	scat_0001	Scaffold_1788__1_contigs__length_4351	1	4352	926680
scaff_group_012	scat_0001	Scaffold_1789__1_contigs__length_4350	1	4351	926680
scaff_group_012	scat_0001	Scaffold_1790__1_contigs__length_4350	1	4351	926680
scaff_group_012	scat_0001	Scaffold_1791__1_contigs__length_4348	1	4349	926680
scaff_group_012	scat_0001	Scaffold_1792__1_contigs__length_4348	1	4349	926680
scaff_group_012	scat_0001	Scaffold_1793__1_contigs__length_4347	1	4348	926680
scaff_group_012	scat_0001	Scaffold_1794__1_contigs__length_4346	1	4347	926680
scaff_group_012	scat_0001	Scaffold_1795__1_contigs__length_4342	1	4343	926680
scaff_group_012	scat_0001	Scaffold_1796__1_contigs__length_4340	1	4341	926680
scaff_group_012	scat_0001	Scaffold_1797__1_contigs__length_4338	1	4339	926680
scaff_group_012	scat_0001	Scaffold_1798__1_contigs__length_4333	1	4334	926680
scaff_group_012	scat_0001	Scaffold_1799__1_contigs__length_4332	1	4333	926680
scaff_group_012	scat_0001	Scaffold_1800__1_contigs__length_4332	1	4333	926680
scaff_group_012	scat_0001	Scaffold_1801__1_contigs__length_4330	1	4331	926680
scaff_group_012	scat_0001	Scaffold_1802__1_contigs__length_4330	1	4331	926680
scaff_group_012	scat_0001	Scaffold_1803__1_contigs__length_4329	1	4330	926680
scaff_group_012	scat_0001	Scaffold_1804__1_contigs__length_4328	1	4329	926680
scaff_group_012	scat_0001	Scaffold_1805__1_contigs__length_4324	1	4325	926680
scaff_group_012	scat_0001	Scaffold_1806__1_contigs__length_4322	1	4323	926680
scaff_group_012	scat_0001	Scaffold_1807__1_contigs__length_4322	1	4323	926680
scaff_group_012	scat_0001	Scaffold_1808__1_contigs__length_4321	1	4322	926680
scaff_group_012	scat_0001	Scaffold_1809__1_contigs__length_4317	1	4318	926680
scaff_group_012	scat_0001	Scaffold_1810__1_contigs__length_4317	1	4318	926680
scaff_group_012	scat_0001	Scaffold_1811__1_contigs__length_4317	1	4318	926680
scaff_group_012	scat_0001	Scaffold_1812__1_contigs__length_4317	1	4318	926680
scaff_group_012	scat_0001	Scaffold_1813__1_contigs__length_4317	1	4318	926680
scaff_group_012	scat_0001	Scaffold_1814__1_contigs__length_4314	1	4315	926680
scaff_group_012	scat_0001	Scaffold_1815__1_contigs__length_4313	1	4314	926680
scaff_group_012	scat_0001	Scaffold_1816__1_contigs__length_4313	1	4314	926680
scaff_group_012	scat_0001	Scaffold_1817__1_contigs__length_4312	1	4313	926680
scaff_group_012	scat_0001	Scaffold_1818__1_contigs__length_4312	1	4313	926680
scaff_group_012	scat_0001	Scaffold_1819__1_contigs__length_4311	1	4312	926680
scaff_group_012	scat_0001	Scaffold_1820__1_contigs__length_4311	1	4312	926680
scaff_group_012	scat_0001	Scaffold_1821__1_contigs__length_4310	1	4311	926680
scaff_group_012	scat_0001	Scaffold_1822__1_contigs__length_4307	1	4308	926680
scaff_group_012	scat_0001	Scaffold_1823__1_contigs__length_4302	1	4303	926680
scaff_group_012	scat_0001	Scaffold_1824__1_contigs__length_4302	1	4303	926680
scaff_group_012	scat_0001	Scaffold_1825__1_contigs__length_4302	1	4303	926680
scaff_group_012	scat_0001	Scaffold_1826__1_contigs__length_4302	1	4303	926680
scaff_group_012	scat_0001	Scaffold_1827__1_contigs__length_4299	1	4300	926680
scaff_group_012	scat_0001	Scaffold_1828__1_contigs__length_4298	1	4299	926680
scaff_group_012	scat_0001	Scaffold_1829__1_contigs__length_4298	1	4299	926680
scaff_group_012	scat_0001	Scaffold_1830__1_contigs__length_4294	1	4295	926680
