id	chrom	len	cumul
scaff_group_012b	Scaffold_2199__1_contigs__length_3801	3802	23734855
scaff_group_012b	Scaffold_2200__1_contigs__length_3800	3801	23738656
scaff_group_012b	Scaffold_2201__1_contigs__length_3800	3801	23742457
scaff_group_012b	Scaffold_2202__1_contigs__length_3799	3800	23746257
scaff_group_012b	Scaffold_2203__1_contigs__length_3797	3798	23750055
scaff_group_012b	Scaffold_2204__1_contigs__length_3797	3798	23753853
scaff_group_012b	Scaffold_2205__1_contigs__length_3792	3793	23757646
scaff_group_012b	Scaffold_2206__1_contigs__length_3791	3792	23761438
scaff_group_012b	Scaffold_2207__1_contigs__length_3790	3791	23765229
scaff_group_012b	Scaffold_2208__1_contigs__length_3786	3787	23769016
scaff_group_012b	Scaffold_2209__1_contigs__length_3786	3787	23772803
scaff_group_012b	Scaffold_2210__1_contigs__length_3786	3787	23776590
scaff_group_012b	Scaffold_2211__1_contigs__length_3785	3786	23780376
scaff_group_012b	Scaffold_2212__1_contigs__length_3783	3784	23784160
scaff_group_012b	Scaffold_2213__1_contigs__length_3780	3781	23787941
scaff_group_012b	Scaffold_2214__1_contigs__length_3780	3781	23791722
scaff_group_012b	Scaffold_2215__1_contigs__length_3779	3780	23795502
scaff_group_012b	Scaffold_2216__1_contigs__length_3779	3780	23799282
scaff_group_012b	Scaffold_2217__1_contigs__length_3773	3774	23803056
scaff_group_012b	Scaffold_2218__1_contigs__length_3772	3773	23806829
scaff_group_012b	Scaffold_2219__1_contigs__length_3770	3771	23810600
scaff_group_012b	Scaffold_2220__1_contigs__length_3765	3766	23814366
scaff_group_012b	Scaffold_2221__1_contigs__length_3763	3764	23818130
scaff_group_012b	Scaffold_2222__1_contigs__length_3762	3763	23821893
scaff_group_012b	Scaffold_2223__1_contigs__length_3761	3762	23825655
scaff_group_012b	Scaffold_2224__1_contigs__length_3761	3762	23829417
scaff_group_012b	Scaffold_2225__1_contigs__length_3760	3761	23833178
scaff_group_012b	Scaffold_2226__1_contigs__length_3760	3761	23836939
scaff_group_012b	Scaffold_2227__1_contigs__length_3759	3760	23840699
scaff_group_012b	Scaffold_2228__1_contigs__length_3758	3759	23844458
scaff_group_012b	Scaffold_2229__1_contigs__length_3756	3757	23848215
scaff_group_012b	Scaffold_2230__1_contigs__length_3755	3756	23851971
scaff_group_012b	Scaffold_2231__1_contigs__length_3755	3756	23855727
scaff_group_012b	Scaffold_2232__1_contigs__length_3755	3756	23859483
scaff_group_012b	Scaffold_2233__1_contigs__length_3752	3753	23863236
scaff_group_012b	Scaffold_2234__1_contigs__length_3750	3751	23866987
scaff_group_012b	Scaffold_2235__1_contigs__length_3750	3751	23870738
scaff_group_012b	Scaffold_2236__1_contigs__length_3750	3751	23874489
scaff_group_012b	Scaffold_2237__1_contigs__length_3750	3751	23878240
scaff_group_012b	Scaffold_2238__1_contigs__length_3749	3750	23881990
scaff_group_012b	Scaffold_2239__1_contigs__length_3748	3749	23885739
scaff_group_012b	Scaffold_2240__1_contigs__length_3748	3749	23889488
scaff_group_012b	Scaffold_2241__1_contigs__length_3748	3749	23893237
scaff_group_012b	Scaffold_2242__1_contigs__length_3747	3748	23896985
scaff_group_012b	Scaffold_2243__1_contigs__length_3747	3748	23900733
scaff_group_012b	Scaffold_2244__1_contigs__length_3742	3743	23904476
scaff_group_012b	Scaffold_2245__1_contigs__length_3741	3742	23908218
scaff_group_012b	Scaffold_2246__1_contigs__length_3740	3741	23911959
scaff_group_012b	Scaffold_2247__1_contigs__length_3737	3738	23915697
scaff_group_012b	Scaffold_2248__1_contigs__length_3737	3738	23919435
scaff_group_012b	Scaffold_2249__1_contigs__length_3736	3737	23923172
scaff_group_012b	Scaffold_2250__1_contigs__length_3736	3737	23926909
scaff_group_012b	Scaffold_2251__1_contigs__length_3735	3736	23930645
scaff_group_012b	Scaffold_2252__1_contigs__length_3733	3734	23934379
scaff_group_012b	Scaffold_2253__1_contigs__length_3732	3733	23938112
scaff_group_012b	Scaffold_2254__1_contigs__length_3730	3731	23941843
scaff_group_012b	Scaffold_2255__1_contigs__length_3729	3730	23945573
scaff_group_012b	Scaffold_2256__1_contigs__length_3728	3729	23949302
scaff_group_012b	Scaffold_2257__1_contigs__length_3728	3729	23953031
scaff_group_012b	Scaffold_2258__1_contigs__length_3727	3728	23956759
scaff_group_012b	Scaffold_2259__1_contigs__length_3726	3727	23960486
scaff_group_012b	Scaffold_2260__1_contigs__length_3725	3726	23964212
scaff_group_012b	Scaffold_2261__1_contigs__length_3721	3722	23967934
scaff_group_012b	Scaffold_2262__1_contigs__length_3720	3721	23971655
scaff_group_012b	Scaffold_2263__1_contigs__length_3720	3721	23975376
scaff_group_012b	Scaffold_2264__1_contigs__length_3720	3721	23979097
scaff_group_012b	Scaffold_2265__1_contigs__length_3720	3721	23982818
scaff_group_012b	Scaffold_2266__1_contigs__length_3720	3721	23986539
scaff_group_012b	Scaffold_2267__1_contigs__length_3719	3720	23990259
scaff_group_012b	Scaffold_2268__1_contigs__length_3717	3718	23993977
scaff_group_012b	Scaffold_2269__1_contigs__length_3717	3718	23997695
scaff_group_013	Scaffold_2270__1_contigs__length_3716	3717	24001412
scaff_group_013	Scaffold_2271__1_contigs__length_3716	3717	24005129
scaff_group_013	Scaffold_2272__1_contigs__length_3714	3715	24008844
scaff_group_013	Scaffold_2273__1_contigs__length_3714	3715	24012559
scaff_group_013	Scaffold_2274__1_contigs__length_3712	3713	24016272
scaff_group_013	Scaffold_2275__1_contigs__length_3711	3712	24019984
scaff_group_013	Scaffold_2276__1_contigs__length_3711	3712	24023696
scaff_group_013	Scaffold_2277__1_contigs__length_3710	3711	24027407
scaff_group_013	Scaffold_2278__1_contigs__length_3709	3710	24031117
scaff_group_013	Scaffold_2279__1_contigs__length_3709	3710	24034827
scaff_group_013	Scaffold_2280__1_contigs__length_3708	3709	24038536
scaff_group_013	Scaffold_2281__1_contigs__length_3707	3708	24042244
scaff_group_013	Scaffold_2282__1_contigs__length_3707	3708	24045952
scaff_group_013	Scaffold_2283__1_contigs__length_3707	3708	24049660
scaff_group_013	Scaffold_2284__1_contigs__length_3707	3708	24053368
scaff_group_013	Scaffold_2285__1_contigs__length_3706	3707	24057075
scaff_group_013	Scaffold_2286__1_contigs__length_3706	3707	24060782
scaff_group_013	Scaffold_2287__1_contigs__length_3703	3704	24064486
scaff_group_013	Scaffold_2288__1_contigs__length_3703	3704	24068190
scaff_group_013	Scaffold_2289__1_contigs__length_3702	3703	24071893
scaff_group_013	Scaffold_2290__1_contigs__length_3697	3698	24075591
scaff_group_013	Scaffold_2291__1_contigs__length_3697	3698	24079289
scaff_group_013	Scaffold_2292__1_contigs__length_3697	3698	24082987
scaff_group_013	Scaffold_2293__1_contigs__length_3695	3696	24086683
scaff_group_013	Scaffold_2294__1_contigs__length_3695	3696	24090379
scaff_group_013	Scaffold_2295__1_contigs__length_3694	3695	24094074
scaff_group_013	Scaffold_2296__1_contigs__length_3694	3695	24097769
scaff_group_013	Scaffold_2297__1_contigs__length_3690	3691	24101460
scaff_group_013	Scaffold_2298__1_contigs__length_3690	3691	24105151
scaff_group_013	Scaffold_2299__1_contigs__length_3689	3690	24108841
scaff_group_013	Scaffold_2300__1_contigs__length_3689	3690	24112531
scaff_group_013	Scaffold_2301__1_contigs__length_3688	3689	24116220
scaff_group_013	Scaffold_2302__1_contigs__length_3688	3689	24119909
scaff_group_013	Scaffold_2303__1_contigs__length_3688	3689	24123598
scaff_group_013	Scaffold_2304__1_contigs__length_3687	3688	24127286
scaff_group_013	Scaffold_2305__1_contigs__length_3686	3687	24130973
scaff_group_013	Scaffold_2306__1_contigs__length_3686	3687	24134660
scaff_group_013	Scaffold_2307__1_contigs__length_3686	3687	24138347
scaff_group_013	Scaffold_2308__1_contigs__length_3686	3687	24142034
scaff_group_013	Scaffold_2309__1_contigs__length_3686	3687	24145721
scaff_group_013	Scaffold_2310__1_contigs__length_3680	3681	24149402
scaff_group_013	Scaffold_2311__1_contigs__length_3677	3678	24153080
scaff_group_013	Scaffold_2312__1_contigs__length_3674	3675	24156755
scaff_group_013	Scaffold_2313__1_contigs__length_3674	3675	24160430
scaff_group_013	Scaffold_2314__1_contigs__length_3673	3674	24164104
scaff_group_013	Scaffold_2315__1_contigs__length_3673	3674	24167778
scaff_group_013	Scaffold_2316__1_contigs__length_3672	3673	24171451
scaff_group_013	Scaffold_2317__1_contigs__length_3672	3673	24175124
scaff_group_013	Scaffold_2318__1_contigs__length_3671	3672	24178796
scaff_group_013	Scaffold_2319__1_contigs__length_3670	3671	24182467
scaff_group_013	Scaffold_2320__1_contigs__length_3670	3671	24186138
scaff_group_013	Scaffold_2321__1_contigs__length_3669	3670	24189808
scaff_group_013	Scaffold_2322__1_contigs__length_3668	3669	24193477
scaff_group_013	Scaffold_2323__1_contigs__length_3668	3669	24197146
scaff_group_013	Scaffold_2324__1_contigs__length_3668	3669	24200815
scaff_group_013	Scaffold_2325__1_contigs__length_3667	3668	24204483
scaff_group_013	Scaffold_2326__1_contigs__length_3664	3665	24208148
scaff_group_013	Scaffold_2327__1_contigs__length_3664	3665	24211813
scaff_group_013	Scaffold_2328__1_contigs__length_3664	3665	24215478
scaff_group_013	Scaffold_2329__1_contigs__length_3663	3664	24219142
scaff_group_013	Scaffold_2330__1_contigs__length_3661	3662	24222804
scaff_group_013	Scaffold_2331__1_contigs__length_3661	3662	24226466
scaff_group_013	Scaffold_2332__1_contigs__length_3660	3661	24230127
scaff_group_013	Scaffold_2333__1_contigs__length_3659	3660	24233787
scaff_group_013	Scaffold_2334__1_contigs__length_3659	3660	24237447
scaff_group_013	Scaffold_2335__1_contigs__length_3658	3659	24241106
scaff_group_013	Scaffold_2336__1_contigs__length_3658	3659	24244765
scaff_group_013	Scaffold_2337__1_contigs__length_3652	3653	24248418
scaff_group_013	Scaffold_2338__1_contigs__length_3649	3650	24252068
scaff_group_013	Scaffold_2339__1_contigs__length_3646	3647	24255715
scaff_group_013	Scaffold_2340__1_contigs__length_3644	3645	24259360
scaff_group_013	Scaffold_2341__1_contigs__length_3644	3645	24263005
scaff_group_013	Scaffold_2342__1_contigs__length_3641	3642	24266647
scaff_group_013	Scaffold_2343__1_contigs__length_3640	3641	24270288
scaff_group_013	Scaffold_2344__1_contigs__length_3640	3641	24273929
scaff_group_013	Scaffold_2345__1_contigs__length_3639	3640	24277569
scaff_group_013	Scaffold_2346__1_contigs__length_3637	3638	24281207
scaff_group_013	Scaffold_2347__1_contigs__length_3634	3635	24284842
scaff_group_013	Scaffold_2348__1_contigs__length_3634	3635	24288477
scaff_group_013	Scaffold_2349__1_contigs__length_3634	3635	24292112
scaff_group_013	Scaffold_2350__1_contigs__length_3630	3631	24295743
scaff_group_013	Scaffold_2351__1_contigs__length_3628	3629	24299372
scaff_group_013	Scaffold_2352__1_contigs__length_3626	3627	24302999
scaff_group_013	Scaffold_2353__1_contigs__length_3624	3625	24306624
scaff_group_013	Scaffold_2354__1_contigs__length_3623	3624	24310248
scaff_group_013	Scaffold_2355__1_contigs__length_3622	3623	24313871
scaff_group_013	Scaffold_2356__1_contigs__length_3622	3623	24317494
scaff_group_013	Scaffold_2357__1_contigs__length_3620	3621	24321115
scaff_group_013	Scaffold_2358__1_contigs__length_3620	3621	24324736
scaff_group_013	Scaffold_2359__1_contigs__length_3616	3617	24328353
scaff_group_013	Scaffold_2360__1_contigs__length_3613	3614	24331967
scaff_group_013	Scaffold_2361__1_contigs__length_3610	3611	24335578
scaff_group_013	Scaffold_2362__1_contigs__length_3609	3610	24339188
scaff_group_013	Scaffold_2363__1_contigs__length_3606	3607	24342795
scaff_group_013	Scaffold_2364__1_contigs__length_3606	3607	24346402
scaff_group_013	Scaffold_2365__1_contigs__length_3604	3605	24350007
scaff_group_013	Scaffold_2366__1_contigs__length_3604	3605	24353612
scaff_group_013	Scaffold_2367__1_contigs__length_3603	3604	24357216
scaff_group_013	Scaffold_2368__1_contigs__length_3603	3604	24360820
scaff_group_013	Scaffold_2369__1_contigs__length_3602	3603	24364423
scaff_group_013	Scaffold_2370__1_contigs__length_3601	3602	24368025
scaff_group_013	Scaffold_2371__1_contigs__length_3599	3600	24371625
scaff_group_013	Scaffold_2372__1_contigs__length_3598	3599	24375224
scaff_group_013	Scaffold_2373__1_contigs__length_3596	3597	24378821
scaff_group_013	Scaffold_2374__1_contigs__length_3596	3597	24382418
scaff_group_013	Scaffold_2375__1_contigs__length_3595	3596	24386014
scaff_group_013	Scaffold_2376__1_contigs__length_3594	3595	24389609
scaff_group_013	Scaffold_2377__1_contigs__length_3594	3595	24393204
scaff_group_013	Scaffold_2378__1_contigs__length_3592	3593	24396797
scaff_group_013	Scaffold_2379__1_contigs__length_3592	3593	24400390
scaff_group_013	Scaffold_2380__1_contigs__length_3591	3592	24403982
scaff_group_013	Scaffold_2381__1_contigs__length_3589	3590	24407572
scaff_group_013	Scaffold_2382__1_contigs__length_3588	3589	24411161
scaff_group_013	Scaffold_2383__1_contigs__length_3587	3588	24414749
scaff_group_013	Scaffold_2384__1_contigs__length_3587	3588	24418337
scaff_group_013	Scaffold_2385__1_contigs__length_3586	3587	24421924
scaff_group_013	Scaffold_2386__1_contigs__length_3586	3587	24425511
scaff_group_013	Scaffold_2387__1_contigs__length_3585	3586	24429097
scaff_group_013	Scaffold_2388__1_contigs__length_3585	3586	24432683
scaff_group_013	Scaffold_2389__1_contigs__length_3582	3583	24436266
scaff_group_013	Scaffold_2390__1_contigs__length_3581	3582	24439848
scaff_group_013	Scaffold_2391__1_contigs__length_3579	3580	24443428
scaff_group_013	Scaffold_2392__1_contigs__length_3579	3580	24447008
scaff_group_013	Scaffold_2393__1_contigs__length_3578	3579	24450587
scaff_group_013	Scaffold_2394__1_contigs__length_3578	3579	24454166
scaff_group_013	Scaffold_2395__1_contigs__length_3577	3578	24457744
scaff_group_013	Scaffold_2396__1_contigs__length_3577	3578	24461322
scaff_group_013	Scaffold_2397__1_contigs__length_3576	3577	24464899
scaff_group_013	Scaffold_2398__1_contigs__length_3573	3574	24468473
scaff_group_013	Scaffold_2399__1_contigs__length_3571	3572	24472045
scaff_group_013	Scaffold_2400__1_contigs__length_3567	3568	24475613
scaff_group_013	Scaffold_2401__1_contigs__length_3567	3568	24479181
scaff_group_013	Scaffold_2402__1_contigs__length_3566	3567	24482748
scaff_group_013	Scaffold_2403__1_contigs__length_3565	3566	24486314
scaff_group_013	Scaffold_2404__1_contigs__length_3564	3565	24489879
scaff_group_013	Scaffold_2405__1_contigs__length_3564	3565	24493444
scaff_group_013	Scaffold_2406__1_contigs__length_3563	3564	24497008
scaff_group_013	Scaffold_2407__1_contigs__length_3559	3560	24500568
scaff_group_013	Scaffold_2408__1_contigs__length_3559	3560	24504128
scaff_group_013	Scaffold_2409__1_contigs__length_3559	3560	24507688
scaff_group_013	Scaffold_2410__1_contigs__length_3557	3558	24511246
scaff_group_013	Scaffold_2411__1_contigs__length_3556	3557	24514803
scaff_group_013	Scaffold_2412__1_contigs__length_3556	3557	24518360
scaff_group_013	Scaffold_2413__1_contigs__length_3556	3557	24521917
scaff_group_013	Scaffold_2414__1_contigs__length_3555	3556	24525473
scaff_group_013	Scaffold_2415__1_contigs__length_3554	3555	24529028
scaff_group_013	Scaffold_2416__1_contigs__length_3554	3555	24532583
scaff_group_013	Scaffold_2417__1_contigs__length_3553	3554	24536137
scaff_group_013	Scaffold_2418__1_contigs__length_3553	3554	24539691
scaff_group_013	Scaffold_2419__1_contigs__length_3551	3552	24543243
scaff_group_013	Scaffold_2420__1_contigs__length_3550	3551	24546794
scaff_group_013	Scaffold_2421__1_contigs__length_3550	3551	24550345
scaff_group_013	Scaffold_2422__1_contigs__length_3549	3550	24553895
scaff_group_013	Scaffold_2423__1_contigs__length_3548	3549	24557444
scaff_group_013	Scaffold_2424__1_contigs__length_3548	3549	24560993
scaff_group_013	Scaffold_2425__1_contigs__length_3547	3548	24564541
scaff_group_013	Scaffold_2426__1_contigs__length_3546	3547	24568088
scaff_group_013	Scaffold_2427__1_contigs__length_3544	3545	24571633
scaff_group_013	Scaffold_2428__1_contigs__length_3543	3544	24575177
scaff_group_013	Scaffold_2429__1_contigs__length_3542	3543	24578720
scaff_group_013	Scaffold_2430__1_contigs__length_3541	3542	24582262
scaff_group_013	Scaffold_2431__1_contigs__length_3541	3542	24585804
scaff_group_013	Scaffold_2432__1_contigs__length_3541	3542	24589346
scaff_group_013	Scaffold_2433__1_contigs__length_3541	3542	24592888
scaff_group_013	Scaffold_2434__1_contigs__length_3540	3541	24596429
scaff_group_013	Scaffold_2435__1_contigs__length_3540	3541	24599970
scaff_group_013	Scaffold_2436__1_contigs__length_3538	3539	24603509
scaff_group_013	Scaffold_2437__1_contigs__length_3537	3538	24607047
scaff_group_013	Scaffold_2438__1_contigs__length_3536	3537	24610584
scaff_group_013	Scaffold_2439__1_contigs__length_3536	3537	24614121
scaff_group_013	Scaffold_2440__1_contigs__length_3536	3537	24617658
scaff_group_013	Scaffold_2441__1_contigs__length_3535	3536	24621194
scaff_group_013	Scaffold_2442__1_contigs__length_3535	3536	24624730
scaff_group_013	Scaffold_2443__1_contigs__length_3535	3536	24628266
scaff_group_013	Scaffold_2444__1_contigs__length_3534	3535	24631801
scaff_group_013	Scaffold_2445__1_contigs__length_3533	3534	24635335
scaff_group_013	Scaffold_2446__1_contigs__length_3533	3534	24638869
scaff_group_013	Scaffold_2447__1_contigs__length_3531	3532	24642401
scaff_group_013	Scaffold_2448__1_contigs__length_3530	3531	24645932
scaff_group_013	Scaffold_2449__1_contigs__length_3529	3530	24649462
scaff_group_013	Scaffold_2450__1_contigs__length_3528	3529	24652991
scaff_group_013	Scaffold_2451__1_contigs__length_3528	3529	24656520
scaff_group_013	Scaffold_2452__1_contigs__length_3526	3527	24660047
scaff_group_013	Scaffold_2453__1_contigs__length_3523	3524	24663571
scaff_group_013	Scaffold_2454__1_contigs__length_3521	3522	24667093
scaff_group_013	Scaffold_2455__1_contigs__length_3521	3522	24670615
scaff_group_013	Scaffold_2456__1_contigs__length_3521	3522	24674137
scaff_group_013	Scaffold_2457__1_contigs__length_3520	3521	24677658
scaff_group_013	Scaffold_2458__1_contigs__length_3519	3520	24681178
scaff_group_013	Scaffold_2459__1_contigs__length_3517	3518	24684696
scaff_group_013	Scaffold_2460__1_contigs__length_3516	3517	24688213
scaff_group_013	Scaffold_2461__1_contigs__length_3514	3515	24691728
scaff_group_013	Scaffold_2462__1_contigs__length_3513	3514	24695242
scaff_group_013	Scaffold_2463__1_contigs__length_3513	3514	24698756
scaff_group_013	Scaffold_2464__1_contigs__length_3511	3512	24702268
scaff_group_013	Scaffold_2465__1_contigs__length_3511	3512	24705780
scaff_group_013	Scaffold_2466__1_contigs__length_3511	3512	24709292
scaff_group_013	Scaffold_2467__1_contigs__length_3509	3510	24712802
scaff_group_013	Scaffold_2468__1_contigs__length_3509	3510	24716312
scaff_group_013	Scaffold_2469__1_contigs__length_3508	3509	24719821
scaff_group_013	Scaffold_2470__1_contigs__length_3505	3506	24723327
scaff_group_013	Scaffold_2471__1_contigs__length_3504	3505	24726832
scaff_group_013	Scaffold_2472__1_contigs__length_3504	3505	24730337
scaff_group_013	Scaffold_2473__1_contigs__length_3503	3504	24733841
scaff_group_013	Scaffold_2474__1_contigs__length_3503	3504	24737345
scaff_group_013	Scaffold_2475__1_contigs__length_3503	3504	24740849
scaff_group_013	Scaffold_2476__1_contigs__length_3499	3500	24744349
scaff_group_013	Scaffold_2477__1_contigs__length_3496	3497	24747846
scaff_group_013	Scaffold_2478__1_contigs__length_3495	3496	24751342
scaff_group_013	Scaffold_2479__1_contigs__length_3495	3496	24754838
scaff_group_013	Scaffold_2480__1_contigs__length_3493	3494	24758332
scaff_group_013	Scaffold_2481__1_contigs__length_3492	3493	24761825
scaff_group_013	Scaffold_2482__1_contigs__length_3492	3493	24765318
scaff_group_013	Scaffold_2483__1_contigs__length_3491	3492	24768810
scaff_group_013	Scaffold_2484__1_contigs__length_3491	3492	24772302
scaff_group_013	Scaffold_2485__1_contigs__length_3491	3492	24775794
scaff_group_013	Scaffold_2486__1_contigs__length_3490	3491	24779285
scaff_group_013	Scaffold_2487__1_contigs__length_3489	3490	24782775
scaff_group_013	Scaffold_2488__1_contigs__length_3489	3490	24786265
scaff_group_013	Scaffold_2489__1_contigs__length_3489	3490	24789755
scaff_group_013	Scaffold_2490__1_contigs__length_3488	3489	24793244
scaff_group_013	Scaffold_2491__1_contigs__length_3487	3488	24796732
scaff_group_013	Scaffold_2492__1_contigs__length_3487	3488	24800220
scaff_group_013	Scaffold_2493__1_contigs__length_3487	3488	24803708
scaff_group_013	Scaffold_2494__1_contigs__length_3483	3484	24807192
scaff_group_013	Scaffold_2495__1_contigs__length_3483	3484	24810676
scaff_group_013	Scaffold_2496__1_contigs__length_3482	3483	24814159
scaff_group_013	Scaffold_2497__1_contigs__length_3478	3479	24817638
scaff_group_013	Scaffold_2498__1_contigs__length_3478	3479	24821117
scaff_group_013	Scaffold_2499__1_contigs__length_3478	3479	24824596
scaff_group_013	Scaffold_2500__1_contigs__length_3477	3478	24828074
scaff_group_013	Scaffold_2501__1_contigs__length_3477	3478	24831552
scaff_group_013	Scaffold_2502__1_contigs__length_3474	3475	24835027
scaff_group_013	Scaffold_2503__1_contigs__length_3474	3475	24838502
scaff_group_013	Scaffold_2504__1_contigs__length_3473	3474	24841976
scaff_group_013	Scaffold_2505__1_contigs__length_3473	3474	24845450
scaff_group_013	Scaffold_2506__1_contigs__length_3472	3473	24848923
scaff_group_013	Scaffold_2507__1_contigs__length_3471	3472	24852395
scaff_group_013	Scaffold_2508__1_contigs__length_3471	3472	24855867
scaff_group_013	Scaffold_2509__1_contigs__length_3470	3471	24859338
scaff_group_013	Scaffold_2510__1_contigs__length_3470	3471	24862809
scaff_group_013	Scaffold_2511__1_contigs__length_3467	3468	24866277
scaff_group_013	Scaffold_2512__1_contigs__length_3466	3467	24869744
scaff_group_013	Scaffold_2513__1_contigs__length_3465	3466	24873210
scaff_group_013	Scaffold_2514__1_contigs__length_3465	3466	24876676
scaff_group_013	Scaffold_2515__1_contigs__length_3465	3466	24880142
scaff_group_013	Scaffold_2516__1_contigs__length_3464	3465	24883607
scaff_group_013	Scaffold_2517__1_contigs__length_3464	3465	24887072
scaff_group_013	Scaffold_2518__1_contigs__length_3463	3464	24890536
scaff_group_013	Scaffold_2519__1_contigs__length_3462	3463	24893999
scaff_group_013	Scaffold_2520__1_contigs__length_3461	3462	24897461
scaff_group_013	Scaffold_2521__1_contigs__length_3460	3461	24900922
scaff_group_013	Scaffold_2522__1_contigs__length_3458	3459	24904381
scaff_group_013	Scaffold_2523__1_contigs__length_3455	3456	24907837
scaff_group_013	Scaffold_2524__1_contigs__length_3455	3456	24911293
scaff_group_013	Scaffold_2525__1_contigs__length_3454	3455	24914748
scaff_group_013	Scaffold_2526__1_contigs__length_3454	3455	24918203
scaff_group_013	Scaffold_2527__1_contigs__length_3454	3455	24921658
scaff_group_013	Scaffold_2528__1_contigs__length_3452	3453	24925111
scaff_group_013	Scaffold_2529__1_contigs__length_3450	3451	24928562
scaff_group_013	Scaffold_2530__1_contigs__length_3450	3451	24932013
scaff_group_013	Scaffold_2531__1_contigs__length_3450	3451	24935464
scaff_group_013	Scaffold_2532__1_contigs__length_3449	3450	24938914
scaff_group_013	Scaffold_2533__1_contigs__length_3447	3448	24942362
scaff_group_013	Scaffold_2534__1_contigs__length_3447	3448	24945810
scaff_group_013	Scaffold_2535__1_contigs__length_3445	3446	24949256
scaff_group_013	Scaffold_2536__1_contigs__length_3443	3444	24952700
scaff_group_013	Scaffold_2537__1_contigs__length_3442	3443	24956143
scaff_group_013	Scaffold_2538__1_contigs__length_3442	3443	24959586
scaff_group_013	Scaffold_2539__1_contigs__length_3442	3443	24963029
scaff_group_013	Scaffold_2540__1_contigs__length_3441	3442	24966471
scaff_group_013b	Scaffold_2541__1_contigs__length_3441	3442	24969913
scaff_group_013b	Scaffold_2542__1_contigs__length_3441	3442	24973355
scaff_group_013b	Scaffold_2543__1_contigs__length_3440	3441	24976796
scaff_group_013b	Scaffold_2544__1_contigs__length_3439	3440	24980236
scaff_group_013b	Scaffold_2545__1_contigs__length_3438	3439	24983675
scaff_group_013b	Scaffold_2546__1_contigs__length_3438	3439	24987114
scaff_group_013b	Scaffold_2547__1_contigs__length_3438	3439	24990553
scaff_group_013b	Scaffold_2548__1_contigs__length_3438	3439	24993992
scaff_group_013b	Scaffold_2549__1_contigs__length_3437	3438	24997430
scaff_group_013b	Scaffold_2550__1_contigs__length_3437	3438	25000868
scaff_group_013b	Scaffold_2551__1_contigs__length_3437	3438	25004306
scaff_group_013b	Scaffold_2552__1_contigs__length_3434	3435	25007741
scaff_group_013b	Scaffold_2553__1_contigs__length_3434	3435	25011176
scaff_group_013b	Scaffold_2554__1_contigs__length_3433	3434	25014610
scaff_group_013b	Scaffold_2555__1_contigs__length_3432	3433	25018043
scaff_group_013b	Scaffold_2556__1_contigs__length_3431	3432	25021475
scaff_group_013b	Scaffold_2557__1_contigs__length_3431	3432	25024907
scaff_group_013b	Scaffold_2558__1_contigs__length_3430	3431	25028338
scaff_group_013b	Scaffold_2559__1_contigs__length_3430	3431	25031769
scaff_group_013b	Scaffold_2560__1_contigs__length_3428	3429	25035198
scaff_group_013b	Scaffold_2561__1_contigs__length_3427	3428	25038626
scaff_group_013b	Scaffold_2562__1_contigs__length_3426	3427	25042053
scaff_group_013b	Scaffold_2563__1_contigs__length_3425	3426	25045479
scaff_group_013b	Scaffold_2564__1_contigs__length_3425	3426	25048905
scaff_group_013b	Scaffold_2565__1_contigs__length_3425	3426	25052331
scaff_group_013b	Scaffold_2566__1_contigs__length_3424	3425	25055756
scaff_group_013b	Scaffold_2567__1_contigs__length_3420	3421	25059177
scaff_group_013b	Scaffold_2568__1_contigs__length_3420	3421	25062598
scaff_group_013b	Scaffold_2569__1_contigs__length_3418	3419	25066017
scaff_group_013b	Scaffold_2570__1_contigs__length_3418	3419	25069436
scaff_group_013b	Scaffold_2571__1_contigs__length_3416	3417	25072853
scaff_group_013b	Scaffold_2572__1_contigs__length_3415	3416	25076269
scaff_group_013b	Scaffold_2573__1_contigs__length_3414	3415	25079684
scaff_group_013b	Scaffold_2574__1_contigs__length_3414	3415	25083099
scaff_group_013b	Scaffold_2575__1_contigs__length_3413	3414	25086513
scaff_group_013b	Scaffold_2576__1_contigs__length_3413	3414	25089927
scaff_group_013b	Scaffold_2577__1_contigs__length_3412	3413	25093340
scaff_group_013b	Scaffold_2578__1_contigs__length_3410	3411	25096751
scaff_group_013b	Scaffold_2579__1_contigs__length_3407	3408	25100159
scaff_group_013b	Scaffold_2580__1_contigs__length_3406	3407	25103566
scaff_group_013b	Scaffold_2581__1_contigs__length_3406	3407	25106973
scaff_group_013b	Scaffold_2582__1_contigs__length_3406	3407	25110380
scaff_group_013b	Scaffold_2583__1_contigs__length_3405	3406	25113786
scaff_group_013b	Scaffold_2584__1_contigs__length_3405	3406	25117192
scaff_group_013b	Scaffold_2585__1_contigs__length_3404	3405	25120597
scaff_group_013b	Scaffold_2586__1_contigs__length_3404	3405	25124002
scaff_group_013b	Scaffold_2587__1_contigs__length_3403	3404	25127406
scaff_group_013b	Scaffold_2588__1_contigs__length_3402	3403	25130809
scaff_group_013b	Scaffold_2589__1_contigs__length_3402	3403	25134212
scaff_group_013b	Scaffold_2590__1_contigs__length_3400	3401	25137613
scaff_group_013b	Scaffold_2591__1_contigs__length_3400	3401	25141014
scaff_group_013b	Scaffold_2592__1_contigs__length_3399	3400	25144414
scaff_group_013b	Scaffold_2593__1_contigs__length_3399	3400	25147814
scaff_group_013b	Scaffold_2594__1_contigs__length_3398	3399	25151213
